ID,kategori,isi_laporan,sentimen
409,Seksual,"Selamat siang, saya ingin melaporkan tindak kekerasan seksual yang dilakukan oleh kakak saya terhadap pacarnya yang masih di bawah umur",High
410,Seksual,"Selamat malam, tolong bantu saya mendapatkan keadilan atas kekerasan seksual yang dilakukan oleh suami saya terhadap pembantu saya",High
411,Seksual,"Mohon bantuannya, pembantu di rumah tetangga saya diperkosa oleh majikannya dan diancam akan dipecat jika tidak memenuhi permintaannya",Low
412,Seksual,"Selamat sore, saya ingin melaporkan tindakan yang dilakukan oleh dosen saya yang mengancam tidak akan memberikan nilai tugas akhir jika tidak mau melayani nafsu birahinya",Low
413,Seksual,"Selamat pagi, saya ingin melaporkan kejadian yang dialami oleh saya selama magang di kantor X. saya diperkosa oleh atasan saya dan diancam menggunakan video rekaman yang dia buat",Low
414,Seksual,Mohon bantu saya melaporkan tindakan yang dilakukan oleh guru saya yang sengaja meraba bagian terlarang tubuh saya dengan ancaman nilai ujian akhir saya tidak diberikan,High
415,Seksual,Pada saat pulang dari kantor saya diperkosa oleh segerombolan orang tidak di kenal di dekat jalan flamboyan nomor x mohon tindakannya,Low
416,Seksual,tolong bantu saya melaporkan bapak x yang telah melakukan pemerkosaan terhadap kakak saya hingga mengalami trauma dan penyakit mental,High
417,Seksual,Saya ingin melaporkan kejadian pemerkosaan yang dialami oleh tante saya dan butuh ditangani segera karena hingga detik ini mengalami ganggua mental,High
418,Seksual,Tolong bantu adik saya menjadi korban pemerkosaan di sekolahnya. adik saya diperkosa oleh gurunya yang biadab.,Low
419,Seksual,tolong ibu saya dipaksa dan diperkosa oleh rentenir yang meminjamkan uang karena belum bisa mengembalikan uang yang dipinjam untuk biaya saya berobat,Low
420,Seksual,tolong tetangga saya saat ini sedang diperkosa oleh sekelompok orang tidak dikenal dan saya takut sekali untuk membantu lokasi saya sekarang ada di daerah x,High
421,Seksual,"Mohon bantuannya, keponakan saya dilecehkan oleh gurunya di sekolah dan mengalami trauma berat dan butuh penanganan secepatnya",Low
422,Seksual,"selamat pagi, saya ingin melaporkan pemerkosaaan yang dialami oleh teman saya dan sekarang teman saya mengalami trauma dan butuh bantuan segera. mohon ditindak lanjuti terimakasih",Low
423,Seksual,Saya ingin melaporkan kejadian pemerkosaaan yang dilakukan oleh teman saya kepada adik saya. Saat ini adik saya mengalami trauma,Low
424,Seksual,"Selamat pagi, saya ingin melaporkan kejadian pemerkosaan yang dialami oleh teman saya selama mengikuti kegiatan KKN di desa X dan butuh bantuan psikolog klinis untuk segera dilakukan konseling. terimakasih.",High
425,Seksual,"Selamat malam, saya ingin melaporkan bahwa anak saya baru saja mengalami pelecehan oleh teman-temannya. Bajunya tiba-tiba ditarik dan dirobek, celana dalamnya ditari dan ditampar ke muka anak saya. Anak saya sangat trauma sekarang",Low
426,Seksual,Adik saya masih TK baru saja mengalami kekerasan seksual yang dilakukan oleh guru laki-lakinya,High
427,Seksual,Teman saya bekerja di cafe A sebagai barista. Atasannya sering memperkosanya dan mengancam akan membunuhnya jika tidak memenuhi nafsu sang atasan,High
428,Seksual,"Daerah rumah saya rawan dengan pedofil. Mereka mengincar anak kecil dan memaksa mereka untuk ikut ke dalam mobil, membawa mereka ke suatu tempat asing, lalu diperkosa",Low
429,Seksual,Saya ingin melaporkan bahwa ada pemerkosaan yang terjadi di kawasan perumahan saya. Sang pelaku mengincar anak-anak kecil dan membius mereka,High
430,Seksual,"Saat saya pulang kerja, ada pria paruh baya yang secara cepat meremas payudara saya. Saya sangat marah dan ingin menangis. Sampai sekarang pun saya masih menangis dan merasa diri saya kotor.",Low
431,Seksual,"Selamat pagi, saya bekerja di salah satu perusahaan penerbangan sebagai pramugari. Saya dipaksa untuk melakukan hubungan badan oleh direktur utamanya jika tidak ingin dipecat. Saya akhirnya dipecat sekarang. Tapi saya ingin melaporkan hal ini karena banyak teman-teman saya yang terjebak disana",High
432,Seksual,Saya ingin melapor bahwa perusahaan X sangat sinting. Para atasannya mengiming-imingi gaji tinggi dan mengancam akan memecat karyawan perempuannya jika tidak mau melakukan hubungan intim dengan mereka,Low
433,Seksual,"Aku masih SMP, kemarin kakak kelasku melecehkan aku dengan merobek bajuku dan menyibakkan rokku untuk ditertawakan di depan teman-temannya. Aku sangat malu",High
434,Seksual,"Sungguh laknat sekolah O, anak laki-laki saya masih SMP DISODOMI oleh guru-guru yang mengajar disana. Kurang ajar, anak saya sampai trauma. Saya sangat marah",High
435,Seksual,"Saya cek ke dokter kandungan kemarin. Tapi dokter kandungannya tiba-tiba masturbasi setelah men-check tubuh saya. Saya merasa takut dan tidak nyaman. Sungguh saya trauma, semoga dokter tersebut dipecat dan kasus ini segera diusut",High
436,Seksual,Kemarin saya melihat sekelompok anak yang melecehkan seorang wanita. Padahal wanita tersebut menggunakan pakaian serba tertutup,Low
437,Seksual,"Saya sebagai orang tua sangat merasa hancur. Anak saya kemarin sore hilang dan setelah saya selidiki, dia diperkosa oleh tetangga jauh saya yang sudah tua. Saya sangat hancur pak. Anak saya juga mengalami trauma. Padahal dia masih SMP, masa depannya masih jauh di depan",High
438,Seksual,ANAK SAYA DIBIUS DAN DISURUH BERHUBUNGAN INTIM DENGAN TETANGGA SAYA YANG BEJAT,Low
439,Seksual,"Saya sering merasa tidak sadarkan diri setiap pulang sekolah dan terbangun di kamar tanpa busana. Setelah saya taruh CCTV di kamar, ternyata ayah tiri saya membius saya dan memperkosa saya",High
440,Seksual,Ayah memaksa saya menjual diri ke tetangga yang kaya. Saya merasa saya sudah tidak punya harga diri lagi,Low
441,Eksploitasi,Ibu saya menyuruh saya untuk mengamen di jalanan dan menyetorkan uangnya setiap hari namun saya hanya diberi makan satu kali,High
442,Eksploitasi,Aku disuruh mengemis sama mama di trotoar setiap hari dari jam sembilan sampe jam lima sore ,Low
443,Eksploitasi,setiap hari aku harus keliling jalanan dari pagi sampai sore untuk mengamen dan mengmis,Low
444,Eksploitasi,Saya melihat banyak anak jalanan yang harus berjualan tisu di daerah X dan uangnya harus disetor ke preman setempat,High
445,Eksploitasi,Di daerah x saya melihat ada pengemis yang meminta-minta sambil menggendong bayi yang tidur namun bayinya terlihat aneh. Sepertinya bayinya dibius untuk terus tidur,Low
446,Eksploitasi,Tetangga saya menyewakan bayinya untuk dibawa berkeliling oleh para pengemis,High
447,Eksploitasi,Bapak saya menyuruh saya mengamen dan mengasong barang dari pagi sampai sore,Low
448,Eksploitasi,Kakak saya mengancam saya jika tidak mau mengemis hari ini saya akan diusir dari rumah,Low
449,Eksploitasi,kemarin saya melihat preman di jalan x saya melihat komplotan preman yang memberikan anak kecil barang asongan untuk dijual,High
450,Eksploitasi,"tolong saya, saat ini saya dipaksa untuk berjualan dagangan oleh preman di dekat rel kereta x",Low
451,Eksploitasi,Tetangga saya setiap malam membawa orang kerumahnya dan setelah itu orang yang dibawa tidak pernah terlihat lagi,Low
452,trafficking,"tolong saya, bapak kalah judi dan akhirnya menjual saya ke bandar judi.",Low
453,trafficking,Kemarin malam saya melihat ada sekelompok orang yang dimasukkan ke kontainer di pelabuhan x,Low
454,trafficking,"tolong, saat ini saya sedang bersembunyi di pelabuhan x di bagian sebelah barat saya akan dijual oleh bapak y",High
455,trafficking,"selamat malam, barusan saya melihat sekelompok orang mencurigakan yang membawa segerombolan anak ke dalam mobil dengan plat BHigh456XYZ",Low
456,trafficking,Saya mendapatkan informasi bahwa ada usaha ilegal dalam memasarkan pekerja seks komersial di daerah kontruksi Y ,Low
457,trafficking,"Saya ketua RT di desa X ingin melaporkan adanya perdagangan manusia di daerah saya, banyak korban yang meminta untuk dipulangkan dan saya butuh bantuan",High
458,trafficking,"tolong saya untuk bisa kembali ke Indonesia, saat ini saya ada di daerah x dan menjadi korban perdagangan manusia",High
459,trafficking,"bapak dan ibu, saat ini saya dipaksa bekerja di daerah X dan merupakan korban dari perdagangan manusia",Low
460,trafficking,"Selamat pagi, saya ingin melaporkan adanya aktivitas mencurigakan yang diduga perdagangan orang di daerah saya yang beralamatkan jalan melati nomor sepuluh",High
461,penelantaran,Saya ingin melaporkan anak tetangga saya ditelantarkan oleh ayahnya yang merupakan pengguna narkoba,High
462,penelantaran,tolong saya dibuang oleh ibu saya ke jalanan,Low
463,penelantaran,"Selamat malam, saya menemukan seorang anak yang dilantarkan oleh orangtuanya di jembatan x dekat kali",High
464,penelantaran,Saya menemukan anak bayi di tempat pembuangan sampah X dengan keadaan kotor dan sakit,High
465,penelantaran,Orangtua saya melarang saya untuk pergi bersekolah dan mengharuskan saya untuk mengamen di jalanan,Low
466,penelantaran,Saya diharuskan bekerja oleh bapak dari pagi sampai sore dan hanya diberi makan satu kali dalam sehari,Low
467,penelantaran,"pagi ini di depan rumah, saya menemukan bayi yang menangis di dalam sebuah kotak kardus ",High
468,penelantaran,"sekarang aku lagi di rumah sendirian, papa dan mama udah gak pulang selama tiga hari dan gaada kabar sama sekali",High
469,penelantaran,saya ingin melapor bahwa sudah satu bulan anak tetangga saya menumpang dan tidak ada kabar dari orangtua ataupun saudaranya,High
470,penelantaran,saya menemukan bayi di bawah flyover jalan x,Low
471,penelantaran,tolong aku udah tiga bulan di jalanan semenjak ditinggalin sama ibu aku,Low
472,penelantaran,papaku ninggalin aku di depan gang x dan gapernah balik lagi,High
473,penelantaran,orangtua saya suatu hari meninggalkan saya sendirian di bawah jembatan,High
474,penelantaran,Tetangga saya meninggalkan bayinya di depan rumah saya dan tidak perhan terlihat lagi,High
475,penelantaran,Ayah saya kerjaanya setiap hari hanya mabok-mabokan dan berjudi dan saya harus bekerja menanggung hidupnya,High
476,penelantaran,Ibu saya meninggalkan rumah dan tidak pernah pulang kembali ke rumah,Low
477,penelantaran,saya mendengar suara pada saat ingin membuang sampah dan ternyata ada bayi di dalam sebuah kardus,High
478,penelantaran,Saya mendengar suara bayi di dalam mobil yang terkunci dan butuh bantuan sekarang juga,Low
479,penelantaran,Sudah satu bulan bapak tidak pulang kerumah dan saya sendirian di rumah,Low
480,penelantaran,saya menemukan sekelompk anak yang ditinggalkan orangtuanya di daerah x,High
481,penelantaran,tetangga saya menelantarkan anaknya ke jalanan di kota x,Low
482,penelantaran,saat ini saya sakit-sakitan di rumah dan orangtua saya tidak mau membawa saya ke dokter ataupun rumah sakit,Low
483,penelantaran,kemarin saya mendapatkan informasi bahwa di rumah x ada anak berkebutuhan khusus yang tidak dirawat dengan baik,High
484,penelantaran,anak murid saya dilarang pergi ke sekolah oleh orangtuanya dan dipaksa bekerja,High
485,penelantaran,adik saya dibuang ke jalanan oleh ibu karena tidak bisa memberi makan,High
486,penelantaran,Ayah saya pergi dan tidak pernah kembali karena tidak sanggup memberi makan saya dan adik,High
487,penelantaran,Mama saya meninggalkan saya dan adik sendirian di rumah dan tidak pernah pulang lagi,High
488,penelantaran,Saya melihat seorang ibu di daerah x meninggalkan sebuah kardus mencurigakan. Keesokkan harinya ada kabar bahwa isi kardus tersebuat adalah seorang anak bayi,High
489,penelantaran,"Di dekat rel kereta rumah saya ada anak yang kebingungan mencari orangtuanya. setelah ditanya, ternyata dia ditinggalkan oleh ayahnya",High
490,penelantaran,ibu saya meninggalkan saya di rumah sendirian dan tidak pernah kembali,Low
491,penelantaran,Aku saat ini hanya bisa makan satu kali sehari karena ditinggal sendirian di rumah dan ibu tidak pernah pulang kembali ke rumah,High
492,penelantaran,Kemarin saya menemukan seorang anak di dalam rumah kosong menangis sendirian,High
493,penelantaran,anak tetangga saya ditinggal pergi oleh ayahnya yang terkenal suka judi,Low
494,penelantaran,tolong ada anak yang ditinggal pergi oleh ayahnya yang tidak bertanggungjawab di daerah x,Low
495,penelantaran,saat saya sedang berjalan hari ini saya mendengar suara bayi di dekat kali. Setelah saya selidiki ternyata ada seorang anak bayi diatas rak yang mengapung,Low
496,penelantaran,Pagi tadi di jalanan X saya melihat anak yang kebingungan dan setleah saya tanya dia ditinggal pergi oleh orangtuanya,Low
497,penelantaran,malam ini saat saya mendengar suara tangis seorag bayi di ujung gang dan ternyata benar ada bayi yang ditelantarkan oleh orangtuanya,High
498,penelantaran,Anak dari bapak x yang suka minum minuman keras dilarang untuk bersekolah dan harus bekerja oleh bapaknya,High
499,penelantaran,waktu itu saya mendengar ada suara tangisan bayi di dalam rumah kosong dan pada saat saya cek ada seorang anak  batyi ayng ditinggal di dalam rumah,Low
500,penelantaran,pada saat saya ingin berangkat ke kantor saya melihat ada kardus mencurigakan di depan rumah saya dan pada saat saya cek di dalam kardus tersbut ada seorang anak bayi dengan selembar surat,High
